STOCK NAME,STANDARDISED STOCK NAME,CODE,ANNUAL_REPORT_2018,INVESTMENT_CHANNEL,DATA AVAILIABITY,SECTOR
OCEAN SKY INTERNATIONAL LIMITED,OCEAN SKY INTERNATIONAL LIMITED,1B6,https://links.sgx.com/1.0.0/corporate-announcements/IKXR58R34LADX930/OSIL_2018_Annual_Report.pdf,STOCKS,Yes,Industrials
OCEANUS GROUP LIMITED,OCEANUS GROUP LIMITED,579,https://links.sgx.com/1.0.0/corporate-announcements/LCPRT17JK8RYVAMD/Oceanus%20Group%20Limited_Annual%20Report%202019.pdf,STOCKS,Yes,Consumer Staples
OEL (HOLDINGS) LIMITED,OEL HOLDINGS LIMITED,584,https://links.sgx.com/1.0.0/corporate-announcements/GU5AGR3CAGXC7WRU/OEL%20Holdings%20Limited_Annual%20Report%202018.pdf,STOCKS,Yes,Real Estate
OKH GLOBAL LTD.,OKH GLOBAL LIMITED,S3N,https://links.sgx.com/1.0.0/corporate-announcements/A7SNOFUX2GDWT5RS/OKH_Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
OKP HOLDINGS LIMITED,OKP HOLDINGS LIMITED,5CF,https://links.sgx.com/1.0.0/corporate-announcements/2ZJEBLFTC2PHRLN4/OKP_AR2018.pdf,STOCKS,Yes,Industrials
OLAM INTERNATIONAL LIMITED,OLAM INTERNATIONAL LIMITED,O32,https://links.sgx.com/1.0.0/corporate-announcements/SAI4ERLTGMJP527D/8Apr2019_Annual%20Report%20Booklet_Request%20Form.pdf,STOCKS,Yes,Consumer Staples
OLD CHANG KEE LTD.,OLD CHANG KEE LIMITED,5ML,https://links.sgx.com/1.0.0/corporate-announcements/3EJZJWDB0KTXBDTO/Annual%20Report%202018-OCK-Final.pdf,STOCKS,Yes,Consumer Staples
OLIVE TREE ESTATES LIMITED,OLIVE TREE ESTATES LIMITED,1H2,https://links.sgx.com/1.0.0/corporate-announcements/QGY0HCZSZX95LLHC/Olive%20Tree%20Estate%20Limited_Annual%20Report%202018.pdf,STOCKS,Yes,Real Estate
ONE ASSET MANAGEMENT LIMITED,ONE ASSET MANAGEMENT LIMITED,CFN,https://links.sgx.com/1.0.0/corporate-announcements/FMFE5VCU3S9R6KSA/6M-ONE-STOXXASEAN62-E.pdf,ETF,Yes,Financials
ONEAPEX LIMITED,ONEAPEX LIMITED,5SY,https://links.sgx.com/FileOpen/CGL%20-%20Annual%20Report%202018.ashx?App=Announcement&FileID=540547,STOCKS,No,Consumer Staples
OSSIA INTERNATIONAL LIMITED,OSSIA INTERNATIONAL LIMITED,O08,https://links.sgx.com/1.0.0/corporate-announcements/APJDK9CH9TDEEEQX/113908%20Ossia%20AR%202018_Final.pdf,STOCKS,Yes,Consumer Discretionary
OUE COMMERCIAL REIT MANAGEMENT PTE. LTD.,OUE COMMERCIAL REIT MANAGEMENT PRIVATE LIMITED,TS0U,https://links.sgx.com/1.0.0/corporate-announcements/0AR0OUBXLVYG6PSO/OUECT_AR2018.pdf,REIT,Yes,Real Estate
OUE LIMITED,OUE LIMITED,LJ3,https://links.sgx.com/1.0.0/corporate-announcements/44QWGH7XGZ870BV8/OUE_Annual_Report_2018.pdf,STOCKS,Yes,Real Estate
OUE LIPPO HEALTHCARE LIMITED,OUE LIPPO HEALTHCARE LIMITED,5WA,https://links.sgx.com/1.0.0/corporate-announcements/2O9AYYQULQOP9PLK/OUELH%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Health Care
OUHUA ENERGY HOLDINGS LIMITED,OUHUA ENERGY HOLDINGS LIMITED,AJ2,https://links.sgx.com/1.0.0/corporate-announcements/1SITUCSLKKDB0MHO/Ouhua%20-%20Annual%20Report.pdf,STOCKS,Yes,Energy
OVERSEA-CHINESE BANKING CORPORATION LIMITED,OVERSEA-CHINESE BANKING CORPORATION LIMITED,O39,https://links.sgx.com/1.0.0/corporate-announcements/8ACN53P8FSB1OBG3/OCBC_AR2018_Full_Report_English.pdf,STOCKS,Yes,Financials
OVERSEAS EDUCATION LIMITED,OVERSEAS EDUCATION LIMITED,RQ1,https://links.sgx.com/1.0.0/corporate-announcements/FM35HLBF8RCO2R88/OEL_Annual_Report_2018.pdf,STOCKS,Yes,Consumer Discretionary
OXLEY HOLDINGS LIMITED,OXLEY HOLDINGS LIMITED,5UX,https://links.sgx.com/1.0.0/corporate-announcements/KTF01F8LT3RGOOSC/Oxley%20AR2018.pdf,STOCKS,Yes,Real Estate
P5 CAPITAL HOLDINGS LTD.,P5 CAPITAL HOLDINGS LIMITED,5AI,https://links.sgx.com/1.0.0/corporate-announcements/A8CD04F57OXMRLKU/P5%20Capital%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
PACC OFFSHORE SERVICES HOLDINGS LTD.,PACC OFFSHORE SERVICES HOLDINGS LIMITED,U6C,https://links.sgx.com/1.0.0/corporate-announcements/OWS4A6LP2BTQZ3NI/POSH%20Annual%20Report%202018.pdf,STOCKS,Yes,Energy
PACIFIC ANDES RESOURCES DEVELOPMENT LIMITED,PACIFIC ANDES RESOURCES DEVELOPMENT LIMITED,P11,,STOCKS,No,Consumer Staples
PACIFIC CENTURY REGIONAL DEVELOPMENTS LIMITED,PACIFIC CENTURY REGIONAL DEVELOPMENTS LIMITED,P15,https://links.sgx.com/1.0.0/corporate-announcements/Q4IE31PZDRK8GAEX/PCRDL%20Annual%20Report%202018.pdf,STOCKS,Yes,Financials
PACIFIC RADIANCE LTD.,PACIFIC RADIANCE LIMITED,T8V,https://links.sgx.com/1.0.0/corporate-announcements/Z0FWVM67JL7K0AF1/Pacific%20Radiance%20Annual%20Report%202018.pdf,STOCKS,Yes,Energy
PACIFIC STAR DEVELOPMENT LIMITED,PACIFIC STAR DEVELOPMENT LIMITED,1C5,https://links.sgx.com/1.0.0/corporate-announcements/HKEP6TGEVF96NKF7/PSDL%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Real Estate
PAN ASIAN HOLDINGS LIMITED,PAN ASIAN HOLDINGS LIMITED,5EW,https://links.sgx.com/1.0.0/corporate-announcements/C56J7R7P5QDDFCVS/Pan%20Asian%20Holdings%20Limited%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
PAN HONG HOLDINGS GROUP LIMITED,PAN HONG HOLDINGS GROUP LIMITED,P36,https://links.sgx.com/1.0.0/corporate-announcements/RV467NDMK2D2JDUK/PanHong_Annual%20Report%20FY18.pdf,STOCKS,Yes,Real Estate
"PAN OCEAN CO., LTD.",PAN OCEAN COMPANY LIMITED,AZY,https://links.sgx.com/FileOpen/Pan%20Ocean%20-%20The%2053rd%20Annual%20Report%20and%20financial%20statement.ashx?App=Announcement&FileID=544915,STOCKS,Yes,Industrials
PAN-UNITED CORPORATION LTD.,PAN-UNITED CORPORATION LIMITED,P52,https://links.sgx.com/1.0.0/corporate-announcements/4VPPPLSI9XK9HALG/PanU_AR_FY2018.pdf,STOCKS,Yes,Industrials
PARKSON RETAIL ASIA LIMITED,PARKSON RETAIL ASIA LIMITED,O9E,https://links.sgx.com/1.0.0/corporate-announcements/0QOI2LMNAHEZSW7E/Parkson%20Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Discretionary
PARKWAY TRUST MANAGEMENT LIMITED,PARKWAY TRUST MANAGEMENT LIMITED,C2PU,https://links.sgx.com/1.0.0/corporate-announcements/7OLOOUWYSNIJ3I3J/Parkway%20Life%20REIT%20AR%202018%20-%20Circular.pdf,REIT,Yes,Real Estate
PAVILLON HOLDINGS LTD.,PAVILLON HOLDINGS LIMITED,596,https://links.sgx.com/1.0.0/corporate-announcements/J6097QU3Z5GK5DQU/Pavillon%20-%20AR%20FY2018.pdf,STOCKS,Yes,Consumer Discretionary
PEC LTD.,PEC LIMITED,IX2,https://links.sgx.com/1.0.0/corporate-announcements/S31UHKKNRVXBT5HX/Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
PENGUIN INTERNATIONAL LIMITED,PENGUIN INTERNATIONAL LIMITED,BTM,https://links.sgx.com/1.0.0/corporate-announcements/M9RGNYL2FW27DIIA/PIL-Annual%20Report%202018_Final.pdf,STOCKS,Yes,Industrials
PERENNIAL REAL ESTATE HOLDINGS LIMITED,PERENNIAL REAL ESTATE HOLDINGS LIMITED,40S,https://links.sgx.com/1.0.0/corporate-announcements/O9L5J08ZOY1H1M5R/Perennial%20Annual%20Report%202018.pdf,STOCKS,Yes,Real Estate
PETROCHINA CO LTD,PETROCHINA COMPANY LIMITED,,,ADR,No,
PHARMESIS INTERNATIONAL LTD.,PHARMESIS INTERNATIONAL LIMITED,BFK,https://links.sgx.com/1.0.0/corporate-announcements/EIE0FBVXPYXN69LL/Pharmesis_Annual%20Report%202018.pdf,STOCKS,Yes,Health Care
PHILLIP CAPITAL MANAGEMENT (S) LTD,PHILLIP CAPITAL MANAGEMENT SINGAPORE LIMITED,MUTIPLE,https://links.sgx.com/1.0.0/corporate-announcements/3LPAI6799WKQN0M3/Phillip%20SGX%20APAC%20Dividend%20Leaders%20REIT%20ETF%20Annual%20Report_%20final%20191218.pdf,REIT ETF,Yes,Real Estate
PINE CAPITAL GROUP LIMITED,PINE CAPITAL GROUP LIMITED,ADJ,https://links.sgx.com/1.0.0/corporate-announcements/K2G7I6A7YJJA25O9/PCGL%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Financials
PLASTOFORM HOLDINGS LIMITED,PLASTOFORM HOLDINGS LIMITED,AYD,https://links.sgx.com/1.0.0/corporate-announcements/E1DY73U7DA9C79SJ/Plastoform%20AR2018.pdf,STOCKS,Yes,Consumer Discretionary
PLATO CAPITAL LIMITED,PLATO CAPITAL LIMITED,5PI,https://links.sgx.com/1.0.0/corporate-announcements/PO8HG0GG8MU8AIG3/Plato%20AR2018.pdf,STOCKS,Yes,Information Technology
PNE INDUSTRIES LTD,PNE INDUSTRIES LIMITED,BDA,https://links.sgx.com/1.0.0/corporate-announcements/4O9PFSG9PP9WEGX2/PNE_IND_AR2018.pdf,STOCKS,Yes,Information Technology
POLARIS LTD.,POLARIS LIMITED,5BI,https://links.sgx.com/1.0.0/corporate-announcements/JRC0XLGA67BGUVCQ/Polaris%20AR%20FY2018_FINAL.pdf,STOCKS,Yes,Communication Services
POLLUX PROPERTIES LTD.,POLLUX PROPERTIES LIMITED,5AE,https://links.sgx.com/1.0.0/corporate-announcements/ZCF48WBQ3ADLC2E8/Pollux_AnnualReport2018.pdf,STOCKS,Yes,Real Estate
POWERMATIC DATA SYSTEMS LIMITED,POWERMATIC DATA SYSTEMS LIMITED,BCY,https://links.sgx.com/1.0.0/corporate-announcements/D808RERAB6GS9XP4/Powermatic%20Data%20Systems%20Limited%20Annual%20Report%202018.pdf,STOCKS,Yes,Information Technology
PRINCIPAL ASSET MANAGEMENT (S) PTE. LTD.,PRINCIPAL ASSET MANAGEMENT SINGAPORE PRIVATE LIMITED,MUTIPLE,,ETF,No,Financials
PROCURRI CORPORATION LIMITED,PROCURRI CORPORATION LIMITED,BVQ,https://links.sgx.com/1.0.0/corporate-announcements/LZ0EXTL3THL1X32S/Procurri%20AR2018.pdf,STOCKS,Yes,Information Technology
PROGEN HOLDINGS LTD,PROGEN HOLDINGS LIMITED,583,https://links.sgx.com/1.0.0/corporate-announcements/DEL73URX0I7TUKBG/Progen%20Holdings%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
PROPNEX LIMITED,PROPNEX LIMITED,OYY,https://links.sgx.com/1.0.0/corporate-announcements/9ZUC75DIU4WN1K47/Annual%20Report-FY%202018-FINAL.pdf,STOCKS,Yes,Real Estate
PRUDENTIAL PLC,PRUDENTIAL PLC,K6S,https://links.sgx.com/1.0.0/corporate-announcements/NV9ONWILW9QRWJ5X/E_Annual_Report_2018.pdf,STOCKS,Yes,Financials
PSL HOLDINGS LIMITED,PSL HOLDINGS LIMITED,BLL,https://links.sgx.com/1.0.0/corporate-announcements/GK8T4CBS782Z0EMK/Annual%20Report%20-%20FY2018.pdf,STOCKS,Yes,Industrials
PT BERLIAN LAJU TANKER TBK,PT BERLIAN LAJU TANKER TBK,B66,https://links.sgx.com/1.0.0/corporate-announcements/5FM4AF0C317V7IP8/BLTA%20AR%202018.pdf,STOCKS,Yes,Industrials
Q & M DENTAL GROUP (SINGAPORE) LIMITED,Q & M DENTAL GROUP SINGAPORE LIMITED,QC7,https://links.sgx.com/1.0.0/corporate-announcements/P5ZV2SZQ70WZLIU0/QnM_20190409_Annual_Report_2018.pdf,STOCKS,Yes,Health Care
QAF LIMITED,QAF LIMITED,Q01,https://links.sgx.com/1.0.0/corporate-announcements/IWLCE3Y3YG6V488Z/QAF%20Limited_Annual%20Report%20FY2018.pdf,STOCKS,Yes,Consumer Staples
QIAN HU CORPORATION LIMITED,QIAN HU CORPORATION LIMITED,BCV,https://links.sgx.com/1.0.0/corporate-announcements/EDCUYOVNP2JJ05GA/QianHu%20AR%202018.pdf,STOCKS,Yes,Consumer Discretionary
QT VASCULAR LTD.,QT VASCULAR LIMITED,5I0,https://links.sgx.com/1.0.0/corporate-announcements/6GXQI7JN1AI165BA/QT%20Vascular%20Annual%20Report%202018.pdf,STOCKS,Yes,Health Care
RAFFLES EDUCATION CORPORATION LIMITED,RAFFLES EDUCATION CORPORATION LIMITED,NR7,https://links.sgx.com/1.0.0/corporate-announcements/HHD28EOJDPEHXBIZ/REC%20Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Discretionary
RAFFLES INFRASTRUCTURE HOLDINGS LIMITED,RAFFLES INFRASTRUCTURE HOLDINGS LIMITED,LUY,,STOCKS,No,Consumer Discretionary
RAFFLES MEDICAL GROUP LTD,RAFFLES MEDICAL GROUP LIMITED,BSL,https://links.sgx.com/1.0.0/corporate-announcements/8PHVGO4HL10M96XZ/Raffles_Medical_Group_Annual_Report_2018.pdf,STOCKS,Yes,Health Care
RAFFLES UNITED HOLDINGS LTD.,RAFFLES UNITED HOLDINGS LIMITED,K22,https://links.sgx.com/1.0.0/corporate-announcements/CYWUG854UEZDZ4RJ/Raffles%20United%20Holdings%20Ltd_Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
RE&S HOLDINGS LIMITED,RE&S HOLDINGS LIMITED,1G1,https://links.sgx.com/1.0.0/corporate-announcements/WSIRCR980U61O0FP/RES%20Holdings%20Limited_Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Discretionary
REENOVA INVESTMENT HOLDING LIMITED,REENOVA INVESTMENT HOLDING LIMITED,5EC,,STOCKS,No,Financials
REGAL INTERNATIONAL GROUP LTD.,REGAL INTERNATIONAL GROUP LIMITED,UV1,https://links.sgx.com/1.0.0/corporate-announcements/ETL4Z3R62GJL3YS9/REGAL%20AR%202018_ENG.pdf,STOCKS,Yes,Real Estate
RENAISSANCE UNITED LIMITED,RENAISSANCE UNITED LIMITED,I11,,STOCKS,No,Utilities
RENEWABLE ENERGY ASIA GRP LTD,RENEWABLE ENERGY ASIA GRP LIMITED,5DW,,STOCKS,No,Utilities
RESOURCES PRIMA GROUP LIMITED,RESOURCES PRIMA GROUP LIMITED,5MM,https://links.sgx.com/1.0.0/corporate-announcements/A83QA9TM0K2GZS9S/RPG-AR2018%20.final.100619.pdf,STOCKS,Yes,Energy
REX INTERNATIONAL HOLDING LIMITED,REX INTERNATIONAL HOLDING LIMITED,5WH,https://links.sgx.com/1.0.0/corporate-announcements/600ZGP2WHZZQQVJW/20190328_RIH_AnnualReport2018.pdf,STOCKS,Yes,Energy
RH PETROGAS LIMITED,RH PETROGAS LIMITED,T13,https://links.sgx.com/1.0.0/corporate-announcements/EFDS0KK3BF4YGUR7/RH%20Petrogas%20Limited%20AR%202018.pdf,STOCKS,Yes,Energy
RHT HEALTH TRUST MANAGER PTE. LTD.,RHT HEALTH TRUST MANAGER PRIVATE LIMITED,RF1U,https://links.sgx.com/1.0.0/corporate-announcements/VSXWUJ8UMZLM353M/RHT%20-%20AR2018_Final_13Jul18.pdf,STOCKS,Yes,Health Care
RICH CAPITAL HOLDINGS LIMITED,RICH CAPITAL HOLDINGS LIMITED,5G4,https://links.sgx.com/1.0.0/corporate-announcements/8UDPJ4BBJRLNL5Q9/Rich%20Capital_Annual%20Report%202018.pdf,STOCKS,Yes,Materials
RIVERSTONE HOLDINGS LIMITED,RIVERSTONE HOLDINGS LIMITED,AP4,https://links.sgx.com/1.0.0/corporate-announcements/U91J2JJ36L5YY4EF/Riverstone%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
ROXY-PACIFIC HOLDINGS LIMITED,ROXY-PACIFIC HOLDINGS LIMITED,E8Z,https://links.sgx.com/1.0.0/corporate-announcements/5JX50KP6W0MWZMV6/RPH_Ann_Annual_Report_2018.pdf,STOCKS,Yes,Real Estate
RYOBI KISO HOLDINGS LTD.,RYOBI KISO HOLDINGS LIMITED,BDN,,STOCKS,No,Industrials
SABANA REAL ESTATE INVESTMENT MANAGEMENT PTE. LTD.,SABANA REAL ESTATE INVESTMENT MANAGEMENT PRIVATE LIMITED,M1GU,https://links.sgx.com/1.0.0/corporate-announcements/V1AZYQSHUMRWGUE4/Sabana%20Annual%20Report%202018.pdf,REIT,Yes,Real Estate
SAKAE HOLDINGS LTD.,SAKAE HOLDINGS LIMITED,5DO,https://links.sgx.com/1.0.0/corporate-announcements/BPUAFDRAWRPPEDZB/Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Discretionary
SAMKO TIMBER LIMITED,SAMKO TIMBER LIMITED,E6R,https://links.sgx.com/1.0.0/corporate-announcements/BSUC2X2Q9D0KKRL9/STL%20-%20AR18%20-%20Final.pdf,STOCKS,Yes,Materials
SAMUDERA SHIPPING LINE LTD,SAMUDERA SHIPPING LINE LIMITED,S56,https://links.sgx.com/1.0.0/corporate-announcements/D9UKK15JF9EAM74U/Samudera%20Annual%20Report.pdf,STOCKS,Yes,Industrials
SAMURAI 2K AEROSOL LIMITED,SAMURAI 2K AEROSOL LIMITED,1C3,https://links.sgx.com/1.0.0/corporate-announcements/WM2BJ19ZWYJUNIYO/Samurai%20-%20AR%202018.pdf,STOCKS,Yes,Materials
SANLI ENVIRONMENTAL LIMITED,SANLI ENVIRONMENTAL LIMITED,1.00E+03,https://links.sgx.com/1.0.0/corporate-announcements/7OTFLJQP3HQWV944/Sanli%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
SANTAK HOLDINGS LIMITED,SANTAK HOLDINGS LIMITED,580,https://links.sgx.com/1.0.0/corporate-announcements/7BAWPICQ23T40PI5/Santak%20Annual%20Report%202018-Final%20Printed.pdf,STOCKS,Yes,Industrials
SAPPHIRE CORPORATION LIMITED,SAPPHIRE CORPORATION LIMITED,BRD,https://links.sgx.com/1.0.0/corporate-announcements/ZUJ96TIWLTFXG6VR/SCL-2018AR.pdf,STOCKS,Yes,Industrials
SARINE TECHNOLOGIES LTD.,SARINE TECHNOLOGIES LIMITED,U77,https://links.sgx.com/1.0.0/corporate-announcements/YL99MPKOW62NY6FC/Sarine%20AR2018.pdf,STOCKS,Yes,Industrials
SASSEUR ASSET MANAGEMENT PTE. LTD.,SASSEUR ASSET MANAGEMENT PRIVATE LIMITED,CRPU,https://links.sgx.com/1.0.0/corporate-announcements/Y6H1L6FMMCJPE81B/Sasseur%20REIT%20-%20AR2018.pdf,REIT,Yes,Real Estate
SATS LTD.,SATS LIMITED,S58,https://links.sgx.com/1.0.0/corporate-announcements/4Z4FNAA7AOMR1FYW/SATS%20Letter%20to%20Shareholders%202018.pdf,STOCKS,Yes,Industrials
SB REIT MANAGEMENT PTE. LTD.,SB REIT MANAGEMENT PRIVATE LIMITED,SV3U,https://links.sgx.com/1.0.0/corporate-announcements/C7T4AODR1K7M5WWY/Soilbuild%20REIT%20Annual%20Report%202018.pdf,REIT,Yes,Real Estate
SBI OFFSHORE LIMITED,SBI OFFSHORE LIMITED,5PL,https://links.sgx.com/1.0.0/corporate-announcements/TZEH79565F4OHYKR/Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
SBS TRANSIT LTD,SBS TRANSIT LIMITED,S61,https://links.sgx.com/1.0.0/corporate-announcements/CT47B57074AX2C4M/SBST%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
SECOND CHANCE PROPERTIES LTD,SECOND CHANCE PROPERTIES LIMITED,528,https://links.sgx.com/1.0.0/corporate-announcements/VFZ2QK075RC4ZVY7/2nd%20Chance_AR%20FY2018.pdf,STOCKS,Yes,Consumer Discretionary
SECURA GROUP LIMITED,SECURA GROUP LIMITED,43B,https://links.sgx.com/1.0.0/corporate-announcements/P0CYC3KGTXLYRHAZ/Secura%20Group-AR2018.pdf,STOCKS,Yes,Industrials
SEMBCORP INDUSTRIES LTD,SEMBCORP INDUSTRIES LIMITED,U96,https://links.sgx.com/1.0.0/corporate-announcements/WHYS0E757MN80GMD/Sembcorp%20Industries-AR18.pdf,STOCKS,Yes,Industrials
SEMBCORP MARINE LTD,SEMBCORP MARINE LIMITED,S51,https://links.sgx.com/1.0.0/corporate-announcements/GZHHEW32M1VY5J11/Sembcorp%20Marine%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
SEN YUE HOLDINGS LIMITED,SEN YUE HOLDINGS LIMITED,5BS,https://links.sgx.com/1.0.0/corporate-announcements/35TVID0Y1LJ5RVMQ/Sen%20Yue%20%20AR18%20_Combined_Final.pdf,STOCKS,Yes,Industrials
SERIAL SYSTEM LTD,SERIAL SYSTEM LIMITED,S69,https://links.sgx.com/1.0.0/corporate-announcements/D8JIQESI7GFBQX5Z/SSL_AR_2018.pdf,STOCKS,Yes,Information Technology
SEROJA INVESTMENTS LIMITED,SEROJA INVESTMENTS LIMITED,IW5,https://links.sgx.com/1.0.0/corporate-announcements/KVVMFR1259SH2VG4/Seroja%20AR%202018%20Final.pdf,STOCKS,Yes,Industrials
SERRANO LIMITED,SERRANO LIMITED,40R,https://links.sgx.com/1.0.0/corporate-announcements/ZMPK5YK3R3UEKEMK/Serrano%20AR18-Full%20Set.pdf,STOCKS,Yes,Industrials
SEVAK LIMITED,SEVAK LIMITED,BAI,https://links.sgx.com/1.0.0/corporate-announcements/034RWTIWWQOXYB4W/Sevak%20Limited%20Annual%20Report%202018.pdf,STOCKS,Yes,Communication Services
SHANGHAI TURBO ENTERPRISES LTD,SHANGHAI TURBO ENTERPRISES LIMITED,AWM,https://links.sgx.com/1.0.0/corporate-announcements/8DQHIE36T36XHPVP/STurbo%20AR%20FY2018.pdf,STOCKS,Yes,Industrials
SHANGRI-LA ASIA LIMITED,SHANGRI-LA ASIA LIMITED,S07,https://links.sgx.com/1.0.0/corporate-announcements/I15DBS5B1OM0LOO2/e_2018%20Annual%20Report.pdf,STOCKS,Yes,Consumer Discretionary
SHENG SIONG GROUP LTD.,SHENG SIONG GROUP LIMITED,OV8,https://links.sgx.com/1.0.0/corporate-announcements/SKF99RYLRIPHXXRP/SSG_2018_Annual%20Report.pdf,STOCKS,Yes,Consumer Staples
SHINVEST HOLDING LTD.,SHINVEST HOLDING LIMITED,BJW,https://links.sgx.com/1.0.0/corporate-announcements/RDLMAYAN8H2Y75VG/Shinvest%20AR2018.pdf,STOCKS,Yes,Industrials
SHOPPER360 LIMITED,SHOPPER360 LIMITED,1F0,https://links.sgx.com/1.0.0/corporate-announcements/3YFAT4UC1166K0FX/shopper360%20Annual%20Report%202018.pdf,STOCKS,Yes,Communication Services
SHS HOLDINGS LTD.,SHS HOLDINGS LIMITED,566,https://links.sgx.com/1.0.0/corporate-announcements/3LNJBLJ31ZZN0RNK/SHS_Ann_-_Corrigendum_to_Annual_Report_2018.pdf,STOCKS,Yes,Industrials
SIA ENGINEERING COMPANY LIMITED,SIA ENGINEERING COMPANY LIMITED,S59,https://links.sgx.com/1.0.0/corporate-announcements/SMFJJH3S6UBRB77V/SIAEC%20AR2017-18.pdf,STOCKS,Yes,Industrials
SIIC ENVIRONMENT HOLDINGS LTD.,SIIC ENVIRONMENT HOLDINGS LIMITED,BHK,https://links.sgx.com/1.0.0/corporate-announcements/PD6NHUWB3ZKAA44J/SIIC%20-%20Circular%20-%20ENG.pdf,STOCKS,Yes,Utilities
SILKROAD NICKEL LTD.,SILKROAD NICKEL LIMITED,STP,https://links.sgx.com/1.0.0/corporate-announcements/LG304U6M6S6L6L57/SRN%20Annual%20Report%20FY2018.pdf,STOCKS,Yes,Materials
SILVERLAKE AXIS LTD,SILVERLAKE AXIS LIMITED,5CP,https://links.sgx.com/1.0.0/corporate-announcements/O0FQCK77JDDUSXW6/Silverlake_Axis_Ltd_Annual%20Report_2018.pdf,STOCKS,Yes,Information Technology
SIM LEISURE GROUP LTD.,SIM LEISURE GROUP LIMITED,URR,https://links.sgx.com/1.0.0/corporate-announcements/JO2NO0AWYFU8HCH0/SIM%20LEISURE%20GROUP%20LTD.%20-%20ANNUAL%20REPORT%202018.pdf,STOCKS,Yes,Consumer Discretionary
SIN GHEE HUAT CORPORATION LTD.,SIN GHEE HUAT CORPORATION LIMITED,B7K,https://links.sgx.com/1.0.0/corporate-announcements/0FXMKN581QZW8ARW/Sin%20Ghee%20Huat%20Corporation%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
SIN HENG HEAVY MACHINERY LIMITED,SIN HENG HEAVY MACHINERY LIMITED,BKA,https://links.sgx.com/1.0.0/corporate-announcements/HHOMIJ9SNCMY5GXZ/SHHM%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
SINARMAS LAND LIMITED,SINARMAS LAND LIMITED,A26,https://links.sgx.com/1.0.0/corporate-announcements/CIIM0LO1GHMUGDWT/Sinarmas%20Land%20AR%202018.pdf,STOCKS,Yes,Real Estate
SINCAP GROUP LIMITED,SINCAP GROUP LIMITED,5UN,https://links.sgx.com/1.0.0/corporate-announcements/I6BGWI503KW1EFV0/Sincap%20Annual%20Report%20FY2018.pdf,STOCKS,Yes,Industrials
SING HOLDINGS LIMITED,SING HOLDINGS LIMITED,5IC,https://links.sgx.com/1.0.0/corporate-announcements/DSELEAE58PSE9RPD/Annual%20Report%202018.pdf,STOCKS,Yes,Real Estate
SING INVESTMENTS & FINANCE LIMITED,SING INVESTMENTS & FINANCE LIMITED,S35,https://links.sgx.com/1.0.0/corporate-announcements/KFODRDMXYO00IT38/Sing%20Investments%20and%20Finance%20Limited%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Financials
SINGAPORE AIRLINES LIMITED,SINGAPORE AIRLINES LIMITED,C6L,https://links.sgx.com/1.0.0/corporate-announcements/H4WMR2COMU8CBWKP/Letter%20to%20Shareholders.pdf,STOCKS,Yes,Industrials
SINGAPORE EDEVELOPMENT LIMITED,SINGAPORE EDEVELOPMENT LIMITED,40V,https://links.sgx.com/1.0.0/corporate-announcements/K11XX4530O96T3NH/SeD-AR2018.pdf,STOCKS,Yes,Real Estate
SINGAPORE EXCHANGE LIMITED,SINGAPORE EXCHANGE LIMITED,S68,https://links.sgx.com/1.0.0/corporate-announcements/VUZPILQLKT9HU1CC/2018%20SGX%20Annual%20Report.pdf,STOCKS,Yes,Financials
SINGAPORE KITCHEN EQUIPMENT LIMITED,SINGAPORE KITCHEN EQUIPMENT LIMITED,5WG,https://links.sgx.com/1.0.0/corporate-announcements/XK6TOJW3AD8R6SQV/SKE-Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
SINGAPORE MEDICAL GROUP LIMITED,SINGAPORE MEDICAL GROUP LIMITED,5OT,https://links.sgx.com/1.0.0/corporate-announcements/NER3KDVP893NQ0YC/SMG_%20Annual%20Report%202018.pdf,STOCKS,Yes,Health Care
SINGAPORE MYANMAR INVESTCO LIMITED,SINGAPORE MYANMAR INVESTCO LIMITED,Y45,https://links.sgx.com/1.0.0/corporate-announcements/3C4QE97XF56ILYAK/SMI_Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Discretionary
